Marca temporal,Número de Señalética,Fecha,Hora,Cuadrilla,Latitud,Longitud,Fotografía (Antes),Fotografía (Después),Tipo de Modificación,Observaciones
2026-05-04 10:39:00,G1-20260504-0081,2026-05-04,10:39,GRUPO 1,-38.724091,-72.633148,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260504-WA0051.jpg,,Mantención de Señalética,
2026-05-04 10:52:00,G1-20260504-0082,2026-05-04,10:52,GRUPO 1,-38.721096,-72.644356,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260504-WA0059.jpg,,Mantención de Señalética,
2026-05-04 11:49:00,G1-20260504-0083,2026-05-04,11:49,GRUPO 1,-38.727940,-72.578186,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260504-WA0063.jpg,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260504-WA0069.jpg,Mantención de Señalética,
2026-05-04 12:18:00,G1-20260504-0084,2026-05-04,12:18,GRUPO 1,-38.727959,-72.578194,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260504-WA0075.jpg,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260504-WA0136.jpg,Mantención de Señalética,
2026-05-04 16:01:00,G1-20260504-0085,2026-05-04,16:01,GRUPO 1,-38.740376,-72.597733,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260504-WA0140.jpg,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260504-WA0139.jpg,Mantención de Señalética,
2026-05-04 16:08:00,G1-20260504-0086,2026-05-04,16:08,GRUPO 1,-38.740810,-72.595375,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260504-WA0142.jpg,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260504-WA0143.jpg,Mantención de Señalética,
2026-05-04 16:09:00,G1-20260504-0087,2026-05-04,16:09,GRUPO 1,-38.740711,-72.595184,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260504-WA0144.jpg,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260504-WA0148.jpg,Mantención de Señalética,
2026-05-04 16:16:00,G1-20260504-0088,2026-05-04,16:16,GRUPO 1,-38.740772,-72.595055,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260504-WA0149.jpg,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260504-WA0151.jpg,Mantención de Señalética,
2026-05-04 16:21:00,G1-20260504-0089,2026-05-04,16:21,GRUPO 1,-38.740879,-72.594933,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260504-WA0152.jpg,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260504-WA0153.jpg,Mantención de Señalética,
2026-05-04 16:22:00,G1-20260504-0090,2026-05-04,16:22,GRUPO 1,-38.740986,-72.594467,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260504-WA0155.jpg,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260504-WA0157.jpg,Mantención de Señalética,
2026-05-04 16:28:00,G1-20260504-0091,2026-05-04,16:28,GRUPO 1,-38.740631,-72.593712,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260504-WA0162.jpg,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260504-WA0163.jpg,Mantención de Señalética,
2026-05-04 16:29:00,G1-20260504-0092,2026-05-04,16:29,GRUPO 1,-38.740803,-72.593781,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260504-WA0164.jpg,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260504-WA0165.jpg,Mantención de Señalética,
2026-05-04 16:30:00,G1-20260504-0093,2026-05-04,16:30,GRUPO 1,-38.740925,-72.593826,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260504-WA0166.jpg,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260504-WA0168.jpg,Mantención de Señalética,
2026-05-04 16:31:00,G1-20260504-0094,2026-05-04,16:31,GRUPO 1,-38.741062,-72.593582,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260504-WA0169.jpg,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260504-WA0172.jpg,Mantención de Señalética,
2026-05-04 16:37:00,G1-20260504-0095,2026-05-04,16:37,GRUPO 1,-38.741188,-72.593033,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260504-WA0180.jpg,,Mantención de Señalética,
2026-05-04 17:09:00,G1-20260504-0096,2026-05-04,17:09,GRUPO 1,-38.741234,-72.592354,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260504-WA0181.jpg,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260504-WA0185.jpg,Mantención de Señalética,
2026-05-04 17:15:00,G1-20260504-0097,2026-05-04,17:15,GRUPO 1,-38.741192,-72.592033,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260504-WA0187.jpg,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260504-WA0190.jpg,Mantención de Señalética,
2026-05-04 17:24:00,G1-20260504-0098,2026-05-04,17:24,GRUPO 1,-38.741325,-72.592018,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260504-WA0191.jpg,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260504-WA0197.jpg,Mantención de Señalética,
2026-05-04 17:29:00,G1-20260504-0099,2026-05-04,17:29,GRUPO 1,-38.741364,-72.591339,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260504-WA0199.jpg,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260504-WA0202.jpg,Mantención de Señalética,
2026-05-04 17:35:00,G1-20260504-0100,2026-05-04,17:35,GRUPO 1,-38.741276,-72.591354,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260504-WA0203.jpg,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260504-WA0206.jpg,Mantención de Señalética,
2026-05-04 17:45:00,G1-20260504-0101,2026-05-04,17:45,GRUPO 1,-38.741322,-72.590691,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260504-WA0211.jpg,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260504-WA0212.jpg,Mantención de Señalética,
2026-05-04 17:52:00,G1-20260504-0102,2026-05-04,17:52,GRUPO 1,-38.741711,-72.589661,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260504-WA0213.jpg,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260504-WA0216.jpg,Mantención de Señalética,
2026-05-04 17:58:00,G1-20260504-0103,2026-05-04,17:58,GRUPO 1,-38.741714,-72.589325,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260504-WA0217.jpg,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260505-WA0003.jpg,Mantención de Señalética,
2026-05-04 18:10:00,G1-20260504-0104,2026-05-04,18:10,GRUPO 1,-38.742096,-72.587517,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260504-WA0226.jpg,,Mantención de Señalética,
2026-05-04 18:12:00,G1-20260504-0105,2026-05-04,18:12,GRUPO 1,-38.741920,-72.588081,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260504-WA0227.jpg,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260504-WA0230.jpg,Mantención de Señalética,
2026-05-04 18:16:00,G1-20260504-0106,2026-05-04,18:16,GRUPO 1,-38.742119,-72.587029,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260504-WA0231.jpg,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260504-WA0233.jpg,Mantención de Señalética,
2026-05-05 08:35:00,G1-20260505-0107,2026-05-05,08:35,GRUPO 1,-38.742149,-72.585884,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260505-WA0015.jpg,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260505-WA0018.jpg,Mantención de Señalética,
2026-05-05 09:15:00,G1-20260505-0108,2026-05-05,09:15,GRUPO 1,-38.742214,-72.586647,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260505-WA0019.jpg,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260505-WA0023.jpg,Mantención de Señalética,
2026-05-05 09:19:00,G1-20260505-0109,2026-05-05,09:19,GRUPO 1,-38.742184,-72.586571,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260505-WA0024.jpg,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260505-WA0043.jpg,Mantención de Señalética,
2026-05-05 10:11:00,G1-20260505-0110,2026-05-05,10:11,GRUPO 1,-38.741796,-72.585862,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260505-WA0044.jpg,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260505-WA0054.jpg,Mantención de Señalética,
2026-05-05 10:30:00,G1-20260505-0111,2026-05-05,10:30,GRUPO 1,-38.742970,-72.587799,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260505-WA0055.jpg,,Mantención de Señalética,
2026-05-05 10:31:00,G1-20260505-0112,2026-05-05,10:31,GRUPO 1,-38.743073,-72.587746,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260505-WA0056.jpg,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260505-WA0059.jpg,Mantención de Señalética,
2026-05-05 10:38:00,G1-20260505-0113,2026-05-05,10:38,GRUPO 1,-38.742748,-72.589020,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260505-WA0064.jpg,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260505-WA0069.jpg,Mantención de Señalética,
2026-05-05 10:52:00,G1-20260505-0114,2026-05-05,10:52,GRUPO 1,-38.742817,-72.589714,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260505-WA0073.jpg,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260505-WA0075.jpg,Mantención de Señalética,
2026-05-05 11:00:00,G1-20260505-0115,2026-05-05,11:00,GRUPO 1,-38.742672,-72.590080,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260505-WA0077.jpg,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260505-WA0079.jpg,Mantención de Señalética,
2026-05-05 11:03:00,G1-20260505-0116,2026-05-05,11:03,GRUPO 1,-38.742756,-72.589973,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260505-WA0082.jpg,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260505-WA0087.jpg,Mantención de Señalética,
2026-05-05 11:11:00,G1-20260505-0117,2026-05-05,11:11,GRUPO 1,-38.742546,-72.591057,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260505-WA0088.jpg,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260505-WA0091.jpg,Mantención de Señalética,
2026-05-05 11:16:00,G1-20260505-0118,2026-05-05,11:16,GRUPO 1,-38.742207,-72.591438,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260505-WA0092.jpg,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260505-WA0096.jpg,Mantención de Señalética,
2026-05-05 11:27:00,G1-20260505-0119,2026-05-05,11:27,GRUPO 1,-38.742306,-72.593079,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260505-WA0097.jpg,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260505-WA0101.jpg,Mantención de Señalética,
2026-05-05 11:32:00,G1-20260505-0120,2026-05-05,11:32,GRUPO 1,-38.742279,-72.593628,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260505-WA0102.jpg,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260505-WA0104.jpg,Mantención de Señalética,
2026-05-05 11:34:00,G1-20260505-0121,2026-05-05,11:34,GRUPO 1,-38.742023,-72.594055,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260505-WA0107.jpg,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260505-WA0113.jpg,Mantención de Señalética,
2026-05-05 11:38:00,G1-20260505-0122,2026-05-05,11:38,GRUPO 1,-38.741756,-72.595406,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260505-WA0114.jpg,,Mantención de Señalética,
2026-05-05 11:38:00,G1-20260505-0123,2026-05-05,11:38,GRUPO 1,-38.741844,-72.595390,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260505-WA0115.jpg,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260505-WA0118.jpg,Mantención de Señalética,
2026-05-05 11:41:00,G1-20260505-0124,2026-05-05,11:41,GRUPO 1,-38.741577,-72.595093,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260505-WA0120.jpg,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260505-WA0121.jpg,Mantención de Señalética,
2026-05-05 11:42:00,G1-20260505-0125,2026-05-05,11:42,GRUPO 1,-38.741516,-72.595268,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260505-WA0122.jpg,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260505-WA0123.jpg,Mantención de Señalética,
2026-05-05 11:46:00,G1-20260505-0126,2026-05-05,11:46,GRUPO 1,-38.741776,-72.596313,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260505-WA0124.jpg,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260505-WA0127.jpg,Mantención de Señalética,
2026-05-05 11:50:00,G1-20260505-0127,2026-05-05,11:50,GRUPO 1,-38.741676,-72.596497,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260505-WA0129.jpg,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260505-WA0133.jpg,Mantención de Señalética,
2026-05-05 11:57:00,G1-20260505-0128,2026-05-05,11:57,GRUPO 1,-38.741314,-72.598007,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260505-WA0134.jpg,,Mantención de Señalética,
2026-05-05 11:57:00,G1-20260505-0129,2026-05-05,11:57,GRUPO 1,-38.741640,-72.596747,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260505-WA0135.jpg,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260505-WA0136.jpg,Mantención de Señalética,
2026-05-05 11:59:00,G1-20260505-0130,2026-05-05,11:59,GRUPO 1,-38.741001,-72.597870,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260505-WA0137.jpg,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260505-WA0138.jpg,Mantención de Señalética,
2026-05-05 12:02:00,G1-20260505-0131,2026-05-05,12:02,GRUPO 1,-38.741516,-72.598343,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260505-WA0144.jpg,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260505-WA0145.jpg,Mantención de Señalética,
2026-05-05 12:09:00,G1-20260505-0132,2026-05-05,12:09,GRUPO 1,-38.741264,-72.598785,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260505-WA0146.jpg,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260505-WA0150.jpg,Mantención de Señalética,
2026-05-05 12:21:00,G1-20260505-0133,2026-05-05,12:21,GRUPO 1,-38.741245,-72.599903,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260505-WA0151.jpg,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260505-WA0228.jpg,Mantención de Señalética,
2026-05-06 08:20:00,G1-20260506-0134,2026-05-06,08:20,GRUPO 1,-38.741142,-72.593010,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260505-WA0012.jpg,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260506-WA0021.jpg,Mantención de Señalética,
2026-05-06 10:03:00,G1-20260506-0135,2026-05-06,10:03,GRUPO 1,-38.739677,-72.589668,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260506-WA0022.jpg,,Mantención de Señalética,
2026-05-06 10:05:00,G1-20260506-0136,2026-05-06,10:05,GRUPO 1,-38.740395,-72.590736,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260506-WA0026.jpg,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260506-WA0095.jpg,Mantención de Señalética,
2026-05-06 15:02:00,G1-20260506-0137,2026-05-06,15:02,GRUPO 1,-38.710155,-72.551224,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260506-WA0096.jpg,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260506-WA0097.jpg,Mantención de Señalética,
2026-05-06 15:17:00,G1-20260506-0138,2026-05-06,15:17,GRUPO 1,-38.708725,-72.550079,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260506-WA0098.jpg,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260506-WA0112.jpg,Mantención de Señalética,
2026-05-06 15:53:00,G1-20260506-0139,2026-05-06,15:53,GRUPO 1,-38.710190,-72.551254,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260506-WA0114.jpg,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260506-WA0120.jpg,Mantención de Señalética,
2026-05-06 16:45:00,G1-20260506-0140,2026-05-06,16:45,GRUPO 1,-38.742302,-72.586594,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260506-WA0124.jpg,,Mantención de Señalética,
2026-05-06 17:27:00,G1-20260506-0141,2026-05-06,17:27,GRUPO 1,-38.742386,-72.586143,,,Mantención de Señalética,
2026-05-07 09:16:00,G1-20260507-0142,2026-05-07,09:16,GRUPO 1,-38.740414,-72.590439,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260507-WA0011.jpg,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260507-WA0014.jpg,Mantención de Señalética,
2026-05-07 09:39:00,G1-20260507-0143,2026-05-07,09:39,GRUPO 1,-38.740517,-72.604416,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260507-WA0021.jpg,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260507-WA0023.jpg,Mantención de Señalética,
2026-05-07 09:57:00,G1-20260507-0144,2026-05-07,09:57,GRUPO 1,-38.740665,-72.604469,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260504-WA0049.jpg,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260507-WA0058.jpg,Mantención de Señalética,
2026-05-07 12:19:00,G1-20260507-0145,2026-05-07,12:19,GRUPO 1,-38.725475,-72.629303,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260507-WA0070.jpg,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260507-WA0074.jpg,Mantención de Señalética,
2026-05-07 12:58:00,G1-20260507-0146,2026-05-07,12:58,GRUPO 1,-38.724049,-72.633118,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260424-WA0109.jpg,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260507-WA0093.jpg,Mantención de Señalética,
2026-05-07 15:45:00,G1-20260507-0147,2026-05-07,15:45,GRUPO 1,-38.740734,-72.595047,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260507-WA0094.jpg,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260507-WA0117.jpg,Mantención de Señalética,
2026-05-07 16:45:00,G1-20260507-0148,2026-05-07,16:45,GRUPO 1,-38.740643,-72.584023,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260507-WA0118.jpg,,Mantención de Señalética,
2026-05-07 16:49:00,G1-20260507-0149,2026-05-07,16:49,GRUPO 1,-38.739571,-72.582489,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260507-WA0119.jpg,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260507-WA0120.jpg,Mantención de Señalética,
2026-05-07 17:05:00,G1-20260507-0150,2026-05-07,17:05,GRUPO 1,-38.739498,-72.582710,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260507-WA0121.jpg,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260507-WA0125.jpg,Mantención de Señalética,
2026-05-07 17:17:00,G1-20260507-0151,2026-05-07,17:17,GRUPO 1,-38.739475,-72.582329,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260507-WA0126.jpg,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260507-WA0127.jpg,Mantención de Señalética,
2026-05-08 08:11:00,G1-20260508-0152,2026-05-08,08:11,GRUPO 1,-38.740555,-72.584053,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260504-WA0185.jpg,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260508-WA0064.jpg,Mantención de Señalética,
2026-05-08 12:20:00,G1-20260508-0153,2026-05-08,12:20,GRUPO 1,-38.741173,-72.592964,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260508-WA0066.jpg,,Mantención de Señalética,
2026-05-08 12:26:00,G1-20260508-0154,2026-05-08,12:26,GRUPO 1,-38.741199,-72.592010,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260508-WA0128.jpg,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260508-WA0143.jpg,Mantención de Señalética,
2026-05-08 16:45:00,G1-20260508-0155,2026-05-08,16:45,GRUPO 1,-38.724121,-72.633194,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260508-WA0150.jpg,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260508-WA0163.jpg,Mantención de Señalética,
2026-05-11 09:24:00,G1-20260511-0156,2026-05-11,09:24,GRUPO 1,-38.739941,-72.579704,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260511-WA0006.jpg,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260511-WA0135.jpg,Mantención de Señalética,
2026-05-11 17:55:00,G1-20260511-0157,2026-05-11,17:55,GRUPO 1,-38.724945,-72.610252,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260511-WA0137.jpg,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260511-WA0143.jpg,Mantención de Señalética,
2026-05-12 09:42:00,G1-20260512-0158,2026-05-12,09:42,GRUPO 1,-38.724690,-72.610578,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260512-WA0021.jpg,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260512-WA0107.jpg,Mantención de Señalética,
2026-05-12 15:50:00,G1-20260512-0159,2026-05-12,15:50,GRUPO 1,-38.753902,-72.625961,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260512-WA0114.jpg,,Mantención de Señalética,
2026-05-12 16:29:00,G1-20260512-0160,2026-05-12,16:29,GRUPO 1,-38.753948,-72.625946,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260512-WA0159.jpg,,Mantención de Señalética,
2026-05-13 09:17:00,G1-20260513-0161,2026-05-13,09:17,GRUPO 1,-38.753933,-72.626945,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260513-WA0016.jpg,Datos Grupos Terreno/Chat de WhatsApp con G1 acrilica Fernando  Pedro G/IMG-20260513-WA0055.jpg,Mantención de Señalética,
